"build","date","time","subject","group","blockcode","blocknum","trialcode","trialnum","stimulusitem1","stimulusitem2","values.pointsthisturn","values.newtotalscore","response","latency","values.leftoption","values.rightoption","values.leftpic","values.rightpic","values.selecteddirn","values.selectedoption","values.turnnum","values.choicert","values.largegainpic_category","values.smallgainpic_category","values.smalllosspic_category","values.largelosspic_category","values.largegainpic","values.smallgainpic","values.smalllosspic","values.largelosspic","values.risky1pic","values.risky2pic","values.safe1pic","values.safe2pic"
"5.0.10.0","110917","12:10:50","5011","22","testblock","2","smallgain","33","house.jpg","2","2","31","0","2500","risky2","safe2","<%values.imagespath%>light-red-triangle-risky.jpg","<%values.imagespath%>light-blue-star-safe.jpg","right","safe2","11","2585","tools","places","animals","faces","<%values.imagespath%>hammer.jpg","<%values.imagespath%>house.jpg","<%values.imagespath%>animal-silhouette-dog2nohead.jpg","<%values.imagespath%>face-03.jpg","<%values.imagespath%>dark-red-rectangle-risky.jpg","<%values.imagespath%>light-red-triangle-risky.jpg","<%values.imagespath%>dark-blue-circle-safe.jpg","<%values.imagespath%>light-blue-star-safe.jpg"
"5.0.10.0","110917","12:10:50","5011","22","testblock","2","risky2question","35","light-red-triangle-risky.jpg","Why did you choose this machine? Press:              1 = 'To avoid -9'             2 = 'To avoid -1'             3 = 'To gain  2'             4 = 'To gain  10'","2","31","5","1195","safe1","risky2","<%values.imagespath%>dark-blue-circle-safe.jpg","<%values.imagespath%>light-red-triangle-risky.jpg","right","risky2","12","3496","tools","places","animals","faces","<%values.imagespath%>hammer.jpg","<%values.imagespath%>house.jpg","<%values.imagespath%>animal-silhouette-dog2nohead.jpg","<%values.imagespath%>face-03.jpg","<%values.imagespath%>dark-red-rectangle-risky.jpg","<%values.imagespath%>light-red-triangle-risky.jpg","<%values.imagespath%>dark-blue-circle-safe.jpg","<%values.imagespath%>light-blue-star-safe.jpg"
"5.0.10.0","110917","12:10:50","5011","22","testblock","2","largegain","36","hammer.jpg","10","10","41","0","2500","safe1","risky2","<%values.imagespath%>dark-blue-circle-safe.jpg","<%values.imagespath%>light-red-triangle-risky.jpg","right","risky2","12","3496","tools","places","animals","faces","<%values.imagespath%>hammer.jpg","<%values.imagespath%>house.jpg","<%values.imagespath%>animal-silhouette-dog2nohead.jpg","<%values.imagespath%>face-03.jpg","<%values.imagespath%>dark-red-rectangle-risky.jpg","<%values.imagespath%>light-red-triangle-risky.jpg","<%values.imagespath%>dark-blue-circle-safe.jpg","<%values.imagespath%>light-blue-star-safe.jpg"
"5.0.10.0","110917","12:10:50","5011","22","testblock","2","risky2question","38","light-red-triangle-risky.jpg","Why did you choose this machine? Press:              1 = 'To avoid -9'             2 = 'To avoid -1'             3 = 'To gain  2'             4 = 'To gain  10'","10","41","5","1238","risky2","safe2","<%values.imagespath%>light-red-triangle-risky.jpg","<%values.imagespath%>light-blue-star-safe.jpg","left","risky2","13","4956","tools","places","animals","faces","<%values.imagespath%>hammer.jpg","<%values.imagespath%>house.jpg","<%values.imagespath%>animal-silhouette-dog2nohead.jpg","<%values.imagespath%>face-03.jpg","<%values.imagespath%>dark-red-rectangle-risky.jpg","<%values.imagespath%>light-red-triangle-risky.jpg","<%values.imagespath%>dark-blue-circle-safe.jpg","<%values.imagespath%>light-blue-star-safe.jpg"
"5.0.10.0","110917","12:10:50","5011","22","testblock","2","largeloss","39","face-03.jpg","-9","-9","32","0","2500","risky2","safe2","<%values.imagespath%>light-red-triangle-risky.jpg","<%values.imagespath%>light-blue-star-safe.jpg","left","risky2","13","4956","tools","places","animals","faces","<%values.imagespath%>hammer.jpg","<%values.imagespath%>house.jpg","<%values.imagespath%>animal-silhouette-dog2nohead.jpg","<%values.imagespath%>face-03.jpg","<%values.imagespath%>dark-red-rectangle-risky.jpg","<%values.imagespath%>light-red-triangle-risky.jpg","<%values.imagespath%>dark-blue-circle-safe.jpg","<%values.imagespath%>light-blue-star-safe.jpg"
"5.0.10.0","110917","12:10:50","5011","22","testblock","2","risky1question","41","dark-red-rectangle-risky.jpg","Why did you choose this machine? Press:              1 = 'To avoid -9'             2 = 'To avoid -1'             3 = 'To gain  2'             4 = 'To gain  10'","-9","32","5","1760","safe2","risky1","<%values.imagespath%>light-blue-star-safe.jpg","<%values.imagespath%>dark-red-rectangle-risky.jpg","left","risky2","14","2501","tools","places","animals","faces","<%values.imagespath%>hammer.jpg","<%values.imagespath%>house.jpg","<%values.imagespath%>animal-silhouette-dog2nohead.jpg","<%values.imagespath%>face-03.jpg","<%values.imagespath%>dark-red-rectangle-risky.jpg","<%values.imagespath%>light-red-triangle-risky.jpg","<%values.imagespath%>dark-blue-circle-safe.jpg","<%values.imagespath%>light-blue-star-safe.jpg"
"5.0.10.0","110917","12:10:50","5011","22","testblock","2","largeloss","42","face-03.jpg","-9","-9","23","0","2500","safe2","risky1","<%values.imagespath%>light-blue-star-safe.jpg","<%values.imagespath%>dark-red-rectangle-risky.jpg","left","risky2","14","2501","tools","places","animals","faces","<%values.imagespath%>hammer.jpg","<%values.imagespath%>house.jpg","<%values.imagespath%>animal-silhouette-dog2nohead.jpg","<%values.imagespath%>face-03.jpg","<%values.imagespath%>dark-red-rectangle-risky.jpg","<%values.imagespath%>light-red-triangle-risky.jpg","<%values.imagespath%>dark-blue-circle-safe.jpg","<%values.imagespath%>light-blue-star-safe.jpg"
"5.0.10.0","110917","12:10:50","5011","22","testblock","2","risky1question","44","dark-red-rectangle-risky.jpg","Why did you choose this machine? Press:              1 = 'To avoid -9'             2 = 'To avoid -1'             3 = 'To gain  2'             4 = 'To gain  10'","-9","23","5","1290","safe2","risky1","<%values.imagespath%>light-blue-star-safe.jpg","<%values.imagespath%>dark-red-rectangle-risky.jpg","left","risky2","15","1387","tools","places","animals","faces","<%values.imagespath%>hammer.jpg","<%values.imagespath%>house.jpg","<%values.imagespath%>animal-silhouette-dog2nohead.jpg","<%values.imagespath%>face-03.jpg","<%values.imagespath%>dark-red-rectangle-risky.jpg","<%values.imagespath%>light-red-triangle-risky.jpg","<%values.imagespath%>dark-blue-circle-safe.jpg","<%values.imagespath%>light-blue-star-safe.jpg"
"5.0.10.0","110917","12:10:50","5011","22","testblock","2","largegain","45","hammer.jpg","10","10","33","0","2500","safe2","risky1","<%values.imagespath%>light-blue-star-safe.jpg","<%values.imagespath%>dark-red-rectangle-risky.jpg","left","risky2","15","1387","tools","places","animals","faces","<%values.imagespath%>hammer.jpg","<%values.imagespath%>house.jpg","<%values.imagespath%>animal-silhouette-dog2nohead.jpg","<%values.imagespath%>face-03.jpg","<%values.imagespath%>dark-red-rectangle-risky.jpg","<%values.imagespath%>light-red-triangle-risky.jpg","<%values.imagespath%>dark-blue-circle-safe.jpg","<%values.imagespath%>light-blue-star-safe.jpg"
"5.0.10.0","110917","12:10:50","5011","22","testblock","2","risky1question","47","dark-red-rectangle-risky.jpg","Why did you choose this machine? Press:              1 = 'To avoid -9'             2 = 'To avoid -1'             3 = 'To gain  2'             4 = 'To gain  10'","10","33","5","1370","safe1","risky1","<%values.imagespath%>dark-blue-circle-safe.jpg","<%values.imagespath%>dark-red-rectangle-risky.jpg","right","risky1","16","4144","tools","places","animals","faces","<%values.imagespath%>hammer.jpg","<%values.imagespath%>house.jpg","<%values.imagespath%>animal-silhouette-dog2nohead.jpg","<%values.imagespath%>face-03.jpg","<%values.imagespath%>dark-red-rectangle-risky.jpg","<%values.imagespath%>light-red-triangle-risky.jpg","<%values.imagespath%>dark-blue-circle-safe.jpg","<%values.imagespath%>light-blue-star-safe.jpg"
"5.0.10.0","110917","12:10:50","5011","22","testblock","2","largegain","48","hammer.jpg","10","10","43","0","2500","safe1","risky1","<%values.imagespath%>dark-blue-circle-safe.jpg","<%values.imagespath%>dark-red-rectangle-risky.jpg","right","risky1","16","4144","tools","places","animals","faces","<%values.imagespath%>hammer.jpg","<%values.imagespath%>house.jpg","<%values.imagespath%>animal-silhouette-dog2nohead.jpg","<%values.imagespath%>face-03.jpg","<%values.imagespath%>dark-red-rectangle-risky.jpg","<%values.imagespath%>light-red-triangle-risky.jpg","<%values.imagespath%>dark-blue-circle-safe.jpg","<%values.imagespath%>light-blue-star-safe.jpg"
"5.0.10.0","110917","12:10:50","5011","22","testblock","2","safe1question","50","dark-blue-circle-safe.jpg","Why did you choose this machine? Press:              1 = 'To avoid -9'             2 = 'To avoid -1'             3 = 'To gain  2'             4 = 'To gain  10'","10","43","2","1466","safe1","risky1","<%values.imagespath%>dark-blue-circle-safe.jpg","<%values.imagespath%>dark-red-rectangle-risky.jpg","left","safe1","17","2644","tools","places","animals","faces","<%values.imagespath%>hammer.jpg","<%values.imagespath%>house.jpg","<%values.imagespath%>animal-silhouette-dog2nohead.jpg","<%values.imagespath%>face-03.jpg","<%values.imagespath%>dark-red-rectangle-risky.jpg","<%values.imagespath%>light-red-triangle-risky.jpg","<%values.imagespath%>dark-blue-circle-safe.jpg","<%values.imagespath%>light-blue-star-safe.jpg"
"5.0.10.0","110917","12:10:50","5011","22","testblock","2","smallgain","51","house.jpg","2","2","45","0","2500","safe1","risky1","<%values.imagespath%>dark-blue-circle-safe.jpg","<%values.imagespath%>dark-red-rectangle-risky.jpg","left","safe1","17","2644","tools","places","animals","faces","<%values.imagespath%>hammer.jpg","<%values.imagespath%>house.jpg","<%values.imagespath%>animal-silhouette-dog2nohead.jpg","<%values.imagespath%>face-03.jpg","<%values.imagespath%>dark-red-rectangle-risky.jpg","<%values.imagespath%>light-red-triangle-risky.jpg","<%values.imagespath%>dark-blue-circle-safe.jpg","<%values.imagespath%>light-blue-star-safe.jpg"
"5.0.10.0","110917","12:10:50","5011","22","testblock","2","safe2question","53","light-blue-star-safe.jpg","Why did you choose this machine? Press:              1 = 'To avoid -9'             2 = 'To avoid -1'             3 = 'To gain  2'             4 = 'To gain  10'","2","45","2","1185","safe2","risky2","<%values.imagespath%>light-blue-star-safe.jpg","<%values.imagespath%>light-red-triangle-risky.jpg","left","safe2","18","2736","tools","places","animals","faces","<%values.imagespath%>hammer.jpg","<%values.imagespath%>house.jpg","<%values.imagespath%>animal-silhouette-dog2nohead.jpg","<%values.imagespath%>face-03.jpg","<%values.imagespath%>dark-red-rectangle-risky.jpg","<%values.imagespath%>light-red-triangle-risky.jpg","<%values.imagespath%>dark-blue-circle-safe.jpg","<%values.imagespath%>light-blue-star-safe.jpg"
"5.0.10.0","110917","12:10:50","5011","22","testblock","2","smallloss","54","animal-silhouette-dog2nohead.jpg","2","-1","44","0","2500","safe2","risky2","<%values.imagespath%>light-blue-star-safe.jpg","<%values.imagespath%>light-red-triangle-risky.jpg","left","safe2","18","2736","tools","places","animals","faces","<%values.imagespath%>hammer.jpg","<%values.imagespath%>house.jpg","<%values.imagespath%>animal-silhouette-dog2nohead.jpg","<%values.imagespath%>face-03.jpg","<%values.imagespath%>dark-red-rectangle-risky.jpg","<%values.imagespath%>light-red-triangle-risky.jpg","<%values.imagespath%>dark-blue-circle-safe.jpg","<%values.imagespath%>light-blue-star-safe.jpg"
"5.0.10.0","110917","12:10:50","5011","22","testblock","2","safe1question","56","dark-blue-circle-safe.jpg","Why did you choose this machine? Press:              1 = 'To avoid -9'             2 = 'To avoid -1'             3 = 'To gain  2'             4 = 'To gain  10'","-1","44","2","1226","risky2","safe1","<%values.imagespath%>light-red-triangle-risky.jpg","<%values.imagespath%>dark-blue-circle-safe.jpg","right","safe1","19","2403","tools","places","animals","faces","<%values.imagespath%>hammer.jpg","<%values.imagespath%>house.jpg","<%values.imagespath%>animal-silhouette-dog2nohead.jpg","<%values.imagespath%>face-03.jpg","<%values.imagespath%>dark-red-rectangle-risky.jpg","<%values.imagespath%>light-red-triangle-risky.jpg","<%values.imagespath%>dark-blue-circle-safe.jpg","<%values.imagespath%>light-blue-star-safe.jpg"
"5.0.10.0","110917","12:10:50","5011","22","testblock","2","smallgain","57","house.jpg","2","2","46","0","2500","risky2","safe1","<%values.imagespath%>light-red-triangle-risky.jpg","<%values.imagespath%>dark-blue-circle-safe.jpg","right","safe1","19","2403","tools","places","animals","faces","<%values.imagespath%>hammer.jpg","<%values.imagespath%>house.jpg","<%values.imagespath%>animal-silhouette-dog2nohead.jpg","<%values.imagespath%>face-03.jpg","<%values.imagespath%>dark-red-rectangle-risky.jpg","<%values.imagespath%>light-red-triangle-risky.jpg","<%values.imagespath%>dark-blue-circle-safe.jpg","<%values.imagespath%>light-blue-star-safe.jpg"
"5.0.10.0","110917","12:10:50","5011","22","testblock","2","safe1question","59","dark-blue-circle-safe.jpg","Why did you choose this machine? Press:              1 = 'To avoid -9'             2 = 'To avoid -1'             3 = 'To gain  2'             4 = 'To gain  10'","2","46","2","3027","risky2","safe1","<%values.imagespath%>light-red-triangle-risky.jpg","<%values.imagespath%>dark-blue-circle-safe.jpg","right","safe1","20","3138","tools","places","animals","faces","<%values.imagespath%>hammer.jpg","<%values.imagespath%>house.jpg","<%values.imagespath%>animal-silhouette-dog2nohead.jpg","<%values.imagespath%>face-03.jpg","<%values.imagespath%>dark-red-rectangle-risky.jpg","<%values.imagespath%>light-red-triangle-risky.jpg","<%values.imagespath%>dark-blue-circle-safe.jpg","<%values.imagespath%>light-blue-star-safe.jpg"
"5.0.10.0","110917","12:10:50","5011","22","testblock","2","largeloss","60","face-03.jpg","-9","-9","37","0","2500","risky2","safe1","<%values.imagespath%>light-red-triangle-risky.jpg","<%values.imagespath%>dark-blue-circle-safe.jpg","right","safe1","20","3138","tools","places","animals","faces","<%values.imagespath%>hammer.jpg","<%values.imagespath%>house.jpg","<%values.imagespath%>animal-silhouette-dog2nohead.jpg","<%values.imagespath%>face-03.jpg","<%values.imagespath%>dark-red-rectangle-risky.jpg","<%values.imagespath%>light-red-triangle-risky.jpg","<%values.imagespath%>dark-blue-circle-safe.jpg","<%values.imagespath%>light-blue-star-safe.jpg"
"5.0.10.0","110917","12:10:50","5011","22","testblock","2","risky2question","62","light-red-triangle-risky.jpg","Why did you choose this machine? Press:              1 = 'To avoid -9'             2 = 'To avoid -1'             3 = 'To gain  2'             4 = 'To gain  10'","-9","37","5","1548","safe2","risky2","<%values.imagespath%>light-blue-star-safe.jpg","<%values.imagespath%>light-red-triangle-risky.jpg","right","risky2","21","1172","tools","places","animals","faces","<%values.imagespath%>hammer.jpg","<%values.imagespath%>house.jpg","<%values.imagespath%>animal-silhouette-dog2nohead.jpg","<%values.imagespath%>face-03.jpg","<%values.imagespath%>dark-red-rectangle-risky.jpg","<%values.imagespath%>light-red-triangle-risky.jpg","<%values.imagespath%>dark-blue-circle-safe.jpg","<%values.imagespath%>light-blue-star-safe.jpg"
"5.0.10.0","110917","12:10:50","5011","22","testblock","2","largegain","63","hammer.jpg","10","10","47","0","2500","safe2","risky2","<%values.imagespath%>light-blue-star-safe.jpg","<%values.imagespath%>light-red-triangle-risky.jpg","right","risky2","21","1172","tools","places","animals","faces","<%values.imagespath%>hammer.jpg","<%values.imagespath%>house.jpg","<%values.imagespath%>animal-silhouette-dog2nohead.jpg","<%values.imagespath%>face-03.jpg","<%values.imagespath%>dark-red-rectangle-risky.jpg","<%values.imagespath%>light-red-triangle-risky.jpg","<%values.imagespath%>dark-blue-circle-safe.jpg","<%values.imagespath%>light-blue-star-safe.jpg"
"5.0.10.0","110917","12:10:50","5011","22","testblock","2","risky1question","65","dark-red-rectangle-risky.jpg","Why did you choose this machine? Press:              1 = 'To avoid -9'             2 = 'To avoid -1'             3 = 'To gain  2'             4 = 'To gain  10'","10","47","5","1195","risky1","safe1","<%values.imagespath%>dark-red-rectangle-risky.jpg","<%values.imagespath%>dark-blue-circle-safe.jpg","left","risky1","22","2271","tools","places","animals","faces","<%values.imagespath%>hammer.jpg","<%values.imagespath%>house.jpg","<%values.imagespath%>animal-silhouette-dog2nohead.jpg","<%values.imagespath%>face-03.jpg","<%values.imagespath%>dark-red-rectangle-risky.jpg","<%values.imagespath%>light-red-triangle-risky.jpg","<%values.imagespath%>dark-blue-circle-safe.jpg","<%values.imagespath%>light-blue-star-safe.jpg"
"5.0.10.0","110917","12:10:50","5011","22","testblock","2","smallloss","66","animal-silhouette-dog2nohead.jpg","2","-1","46","0","2500","risky1","safe1","<%values.imagespath%>dark-red-rectangle-risky.jpg","<%values.imagespath%>dark-blue-circle-safe.jpg","left","risky1","22","2271","tools","places","animals","faces","<%values.imagespath%>hammer.jpg","<%values.imagespath%>house.jpg","<%values.imagespath%>animal-silhouette-dog2nohead.jpg","<%values.imagespath%>face-03.jpg","<%values.imagespath%>dark-red-rectangle-risky.jpg","<%values.imagespath%>light-red-triangle-risky.jpg","<%values.imagespath%>dark-blue-circle-safe.jpg","<%values.imagespath%>light-blue-star-safe.jpg"
"5.0.10.0","110917","12:10:50","5011","22","testblock","2","risky2question","68","light-red-triangle-risky.jpg","Why did you choose this machine? Press:              1 = 'To avoid -9'             2 = 'To avoid -1'             3 = 'To gain  2'             4 = 'To gain  10'","-1","46","5","433","safe2","risky2","<%values.imagespath%>light-blue-star-safe.jpg","<%values.imagespath%>light-red-triangle-risky.jpg","right","risky2","23","2077","tools","places","animals","faces","<%values.imagespath%>hammer.jpg","<%values.imagespath%>house.jpg","<%values.imagespath%>animal-silhouette-dog2nohead.jpg","<%values.imagespath%>face-03.jpg","<%values.imagespath%>dark-red-rectangle-risky.jpg","<%values.imagespath%>light-red-triangle-risky.jpg","<%values.imagespath%>dark-blue-circle-safe.jpg","<%values.imagespath%>light-blue-star-safe.jpg"
"5.0.10.0","110917","12:10:50","5011","22","testblock","2","smallloss","69","animal-silhouette-dog2nohead.jpg","2","-1","45","0","2500","safe2","risky2","<%values.imagespath%>light-blue-star-safe.jpg","<%values.imagespath%>light-red-triangle-risky.jpg","right","risky2","23","2077","tools","places","animals","faces","<%values.imagespath%>hammer.jpg","<%values.imagespath%>house.jpg","<%values.imagespath%>animal-silhouette-dog2nohead.jpg","<%values.imagespath%>face-03.jpg","<%values.imagespath%>dark-red-rectangle-risky.jpg","<%values.imagespath%>light-red-triangle-risky.jpg","<%values.imagespath%>dark-blue-circle-safe.jpg","<%values.imagespath%>light-blue-star-safe.jpg"
"5.0.10.0","110917","12:10:50","5011","22","testblock","2","safe1question","71","dark-blue-circle-safe.jpg","Why did you choose this machine? Press:              1 = 'To avoid -9'             2 = 'To avoid -1'             3 = 'To gain  2'             4 = 'To gain  10'","-1","45","2","1274","risky1","safe1","<%values.imagespath%>dark-red-rectangle-risky.jpg","<%values.imagespath%>dark-blue-circle-safe.jpg","right","safe1","24","2744","tools","places","animals","faces","<%values.imagespath%>hammer.jpg","<%values.imagespath%>house.jpg","<%values.imagespath%>animal-silhouette-dog2nohead.jpg","<%values.imagespath%>face-03.jpg","<%values.imagespath%>dark-red-rectangle-risky.jpg","<%values.imagespath%>light-red-triangle-risky.jpg","<%values.imagespath%>dark-blue-circle-safe.jpg","<%values.imagespath%>light-blue-star-safe.jpg"
"5.0.10.0","110917","12:10:50","5011","22","testblock","2","smallloss","72","animal-silhouette-dog2nohead.jpg","2","-1","44","0","2500","risky1","safe1","<%values.imagespath%>dark-red-rectangle-risky.jpg","<%values.imagespath%>dark-blue-circle-safe.jpg","right","safe1","24","2744","tools","places","animals","faces","<%values.imagespath%>hammer.jpg","<%values.imagespath%>house.jpg","<%values.imagespath%>animal-silhouette-dog2nohead.jpg","<%values.imagespath%>face-03.jpg","<%values.imagespath%>dark-red-rectangle-risky.jpg","<%values.imagespath%>light-red-triangle-risky.jpg","<%values.imagespath%>dark-blue-circle-safe.jpg","<%values.imagespath%>light-blue-star-safe.jpg"
"5.0.10.0","110917","12:10:50","5011","22","testblock","2","risky2question","74","light-red-triangle-risky.jpg","Why did you choose this machine? Press:              1 = 'To avoid -9'             2 = 'To avoid -1'             3 = 'To gain  2'             4 = 'To gain  10'","-1","44","5","494","safe1","risky2","<%values.imagespath%>dark-blue-circle-safe.jpg","<%values.imagespath%>light-red-triangle-risky.jpg","right","risky2","25","1816","tools","places","animals","faces","<%values.imagespath%>hammer.jpg","<%values.imagespath%>house.jpg","<%values.imagespath%>animal-silhouette-dog2nohead.jpg","<%values.imagespath%>face-03.jpg","<%values.imagespath%>dark-red-rectangle-risky.jpg","<%values.imagespath%>light-red-triangle-risky.jpg","<%values.imagespath%>dark-blue-circle-safe.jpg","<%values.imagespath%>light-blue-star-safe.jpg"
"5.0.10.0","110917","12:10:50","5011","22","testblock","2","smallgain","75","house.jpg","2","2","46","0","2500","safe1","risky2","<%values.imagespath%>dark-blue-circle-safe.jpg","<%values.imagespath%>light-red-triangle-risky.jpg","right","risky2","25","1816","tools","places","animals","faces","<%values.imagespath%>hammer.jpg","<%values.imagespath%>house.jpg","<%values.imagespath%>animal-silhouette-dog2nohead.jpg","<%values.imagespath%>face-03.jpg","<%values.imagespath%>dark-red-rectangle-risky.jpg","<%values.imagespath%>light-red-triangle-risky.jpg","<%values.imagespath%>dark-blue-circle-safe.jpg","<%values.imagespath%>light-blue-star-safe.jpg"
"5.0.10.0","110917","12:10:50","5011","22","testblock","2","attention_check","76","You are halfway through the task.  Press the spacebar when you are ready to continue.","0","2","46","57","4267","safe1","risky2","<%values.imagespath%>dark-blue-circle-safe.jpg","<%values.imagespath%>light-red-triangle-risky.jpg","right","risky2","25","1816","tools","places","animals","faces","<%values.imagespath%>hammer.jpg","<%values.imagespath%>house.jpg","<%values.imagespath%>animal-silhouette-dog2nohead.jpg","<%values.imagespath%>face-03.jpg","<%values.imagespath%>dark-red-rectangle-risky.jpg","<%values.imagespath%>light-red-triangle-risky.jpg","<%values.imagespath%>dark-blue-circle-safe.jpg","<%values.imagespath%>light-blue-star-safe.jpg"
"5.0.10.0","110917","12:10:50","5011","22","testblock","2","safe2question","78","light-blue-star-safe.jpg","Why did you choose this machine? Press:              1 = 'To avoid -9'             2 = 'To avoid -1'             3 = 'To gain  2'             4 = 'To gain  10'","2","46","2","1126","risky2","safe2","<%values.imagespath%>light-red-triangle-risky.jpg","<%values.imagespath%>light-blue-star-safe.jpg","right","safe2","26","4040","tools","places","animals","faces","<%values.imagespath%>hammer.jpg","<%values.imagespath%>house.jpg","<%values.imagespath%>animal-silhouette-dog2nohead.jpg","<%values.imagespath%>face-03.jpg","<%values.imagespath%>dark-red-rectangle-risky.jpg","<%values.imagespath%>light-red-triangle-risky.jpg","<%values.imagespath%>dark-blue-circle-safe.jpg","<%values.imagespath%>light-blue-star-safe.jpg"
"5.0.10.0","110917","12:10:50","5011","22","testblock","2","smallgain","79","house.jpg","2","2","48","0","2500","risky2","safe2","<%values.imagespath%>light-red-triangle-risky.jpg","<%values.imagespath%>light-blue-star-safe.jpg","right","safe2","26","4040","tools","places","animals","faces","<%values.imagespath%>hammer.jpg","<%values.imagespath%>house.jpg","<%values.imagespath%>animal-silhouette-dog2nohead.jpg","<%values.imagespath%>face-03.jpg","<%values.imagespath%>dark-red-rectangle-risky.jpg","<%values.imagespath%>light-red-triangle-risky.jpg","<%values.imagespath%>dark-blue-circle-safe.jpg","<%values.imagespath%>light-blue-star-safe.jpg"
"5.0.10.0","110917","12:10:50","5011","22","testblock","2","risky2question","81","light-red-triangle-risky.jpg","Why did you choose this machine? Press:              1 = 'To avoid -9'             2 = 'To avoid -1'             3 = 'To gain  2'             4 = 'To gain  10'","2","48","5","1009","safe1","risky2","<%values.imagespath%>dark-blue-circle-safe.jpg","<%values.imagespath%>light-red-triangle-risky.jpg","right","risky2","27","2602","tools","places","animals","faces","<%values.imagespath%>hammer.jpg","<%values.imagespath%>house.jpg","<%values.imagespath%>animal-silhouette-dog2nohead.jpg","<%values.imagespath%>face-03.jpg","<%values.imagespath%>dark-red-rectangle-risky.jpg","<%values.imagespath%>light-red-triangle-risky.jpg","<%values.imagespath%>dark-blue-circle-safe.jpg","<%values.imagespath%>light-blue-star-safe.jpg"
"5.0.10.0","110917","12:10:50","5011","22","testblock","2","largeloss","82","face-03.jpg","-9","-9","39","0","2500","safe1","risky2","<%values.imagespath%>dark-blue-circle-safe.jpg","<%values.imagespath%>light-red-triangle-risky.jpg","right","risky2","27","2602","tools","places","animals","faces","<%values.imagespath%>hammer.jpg","<%values.imagespath%>house.jpg","<%values.imagespath%>animal-silhouette-dog2nohead.jpg","<%values.imagespath%>face-03.jpg","<%values.imagespath%>dark-red-rectangle-risky.jpg","<%values.imagespath%>light-red-triangle-risky.jpg","<%values.imagespath%>dark-blue-circle-safe.jpg","<%values.imagespath%>light-blue-star-safe.jpg"
"5.0.10.0","110917","12:10:50","5011","22","testblock","2","risky1question","84","dark-red-rectangle-risky.jpg","Why did you choose this machine? Press:              1 = 'To avoid -9'             2 = 'To avoid -1'             3 = 'To gain  2'             4 = 'To gain  10'","-9","39","5","1084","risky2","safe1","<%values.imagespath%>light-red-triangle-risky.jpg","<%values.imagespath%>dark-blue-circle-safe.jpg","left","risky2","28","2329","tools","places","animals","faces","<%values.imagespath%>hammer.jpg","<%values.imagespath%>house.jpg","<%values.imagespath%>animal-silhouette-dog2nohead.jpg","<%values.imagespath%>face-03.jpg","<%values.imagespath%>dark-red-rectangle-risky.jpg","<%values.imagespath%>light-red-triangle-risky.jpg","<%values.imagespath%>dark-blue-circle-safe.jpg","<%values.imagespath%>light-blue-star-safe.jpg"
"5.0.10.0","110917","12:10:50","5011","22","testblock","2","largeloss","85","face-03.jpg","-9","-9","30","0","2500","risky2","safe1","<%values.imagespath%>light-red-triangle-risky.jpg","<%values.imagespath%>dark-blue-circle-safe.jpg","left","risky2","28","2329","tools","places","animals","faces","<%values.imagespath%>hammer.jpg","<%values.imagespath%>house.jpg","<%values.imagespath%>animal-silhouette-dog2nohead.jpg","<%values.imagespath%>face-03.jpg","<%values.imagespath%>dark-red-rectangle-risky.jpg","<%values.imagespath%>light-red-triangle-risky.jpg","<%values.imagespath%>dark-blue-circle-safe.jpg","<%values.imagespath%>light-blue-star-safe.jpg"
"5.0.10.0","110917","12:10:50","5011","22","testblock","2","risky2question","87","light-red-triangle-risky.jpg","Why did you choose this machine? Press:              1 = 'To avoid -9'             2 = 'To avoid -1'             3 = 'To gain  2'             4 = 'To gain  10'","-9","30","5","1607","safe2","risky2","<%values.imagespath%>light-blue-star-safe.jpg","<%values.imagespath%>light-red-triangle-risky.jpg","right","risky2","29","1825","tools","places","animals","faces","<%values.imagespath%>hammer.jpg","<%values.imagespath%>house.jpg","<%values.imagespath%>animal-silhouette-dog2nohead.jpg","<%values.imagespath%>face-03.jpg","<%values.imagespath%>dark-red-rectangle-risky.jpg","<%values.imagespath%>light-red-triangle-risky.jpg","<%values.imagespath%>dark-blue-circle-safe.jpg","<%values.imagespath%>light-blue-star-safe.jpg"
"5.0.10.0","110917","12:10:50","5011","22","testblock","2","smallgain","88","house.jpg","2","2","32","0","2500","safe2","risky2","<%values.imagespath%>light-blue-star-safe.jpg","<%values.imagespath%>light-red-triangle-risky.jpg","right","risky2","29","1825","tools","places","animals","faces","<%values.imagespath%>hammer.jpg","<%values.imagespath%>house.jpg","<%values.imagespath%>animal-silhouette-dog2nohead.jpg","<%values.imagespath%>face-03.jpg","<%values.imagespath%>dark-red-rectangle-risky.jpg","<%values.imagespath%>light-red-triangle-risky.jpg","<%values.imagespath%>dark-blue-circle-safe.jpg","<%values.imagespath%>light-blue-star-safe.jpg"
